,Unit,File name,Offset (s),Offset (hh:mm:ss),UTC start (hh:mm:ss),UTC time slot,Week (first day),Cluster ID (0-9)
3325,unit08,20150908000002,14398, 3:59:58,08:00:00,08h - 10h,Sep 7,2
3326,unit08,20150908000002,21598, 5:59:58,10:00:00,10h - 12h,Sep 7,2
3329,unit08,20150904000702, 6778, 1:52:58,06:00:00,06h - 08h,Sep 1,2
3330,unit08,20150904000702,13978, 3:52:58,08:00:00,08h - 10h,Sep 1,6
3331,unit08,20150904000702,21178, 5:52:58,10:00:00,10h - 12h,Sep 1,6
3333,unit08,20150820003302, 5218, 1:26:58,06:00:00,06h - 08h,Aug 14,2
3334,unit08,20150820003302,12418, 3:26:58,08:00:00,08h - 10h,Aug 14,2
3335,unit08,20150820003302,19618, 5:26:58,10:00:00,10h - 12h,Aug 14,2
3337,unit08,20150905000503, 6897, 1:54:57,06:00:00,06h - 08h,Sep 1,2
3338,unit08,20150905000503,14097, 3:54:57,08:00:00,08h - 10h,Sep 1,2
3339,unit08,20150905000503,21297, 5:54:57,10:00:00,10h - 12h,Sep 1,2
3342,unit08,20150902001103, 6537, 1:48:57,06:00:00,06h - 08h,Sep 1,6
3343,unit08,20150902001103,13737, 3:48:57,08:00:00,08h - 10h,Sep 1,6
3344,unit08,20150902001103,20937, 5:48:57,10:00:00,10h - 12h,Sep 1,9
3346,unit10,20151023224002, 4798, 1:19:58,04:00:00,22h - 06h,Oct 21,6
3347,unit10,20151023224002,11998, 3:19:58,06:00:00,06h - 08h,Oct 21,6
3348,unit10,20151023224002,19198, 5:19:58,08:00:00,08h - 10h,Oct 21,9
3349,unit10,20151023224002,26398, 7:19:58,10:00:00,10h - 12h,Oct 21,9
3350,unit10,20150915023605, 5034, 1:23:54,08:00:00,08h - 10h,Sep 14,6
3351,unit10,20150915023605,12234, 3:23:54,10:00:00,10h - 12h,Sep 14,6
3354,unit10,20150824002602, 5638, 1:33:58,06:00:00,06h - 08h,Aug 21,6
3355,unit10,20150824002602,12838, 3:33:58,08:00:00,08h - 10h,Aug 21,6
3356,unit10,20150824002602,20038, 5:33:58,10:00:00,10h - 12h,Aug 21,9
3358,unit10,20151018224802, 4318, 1:11:58,04:00:00,22h - 06h,Oct 14,6
3359,unit10,20151018224802,11518, 3:11:58,06:00:00,06h - 08h,Oct 14,6
3360,unit10,20151018224802,18718, 5:11:58,08:00:00,08h - 10h,Oct 14,9
3361,unit10,20151018224802,25918, 7:11:58,10:00:00,10h - 12h,Oct 14,9
3362,unit10,20150823040316, 7004, 1:56:44,10:00:00,10h - 12h,Aug 21,6
3366,unit10,20151016015324,  396, 0:06:36,06:00:00,06h - 08h,Oct 14,2
3367,unit10,20151016015324, 7596, 2:06:36,08:00:00,08h - 10h,Oct 14,6
3368,unit10,20151016015324,14796, 4:06:36,10:00:00,10h - 12h,Oct 14,6
3370,unit10,20151024223922, 4838, 1:20:38,04:00:00,22h - 06h,Oct 21,6
3371,unit10,20151024223922,12038, 3:20:38,06:00:00,06h - 08h,Oct 21,6
3372,unit10,20151024223922,19238, 5:20:38,08:00:00,08h - 10h,Oct 21,9
3373,unit10,20151024223922,26438, 7:20:38,10:00:00,10h - 12h,Oct 21,9
3374,unit10,20150924021337, 6383, 1:46:23,08:00:00,08h - 10h,Sep 21,5
3375,unit10,20150924021337,13583, 3:46:23,10:00:00,10h - 12h,Sep 21,5
3378,unit10,20151024231914, 2446, 0:40:46,04:00:00,22h - 06h,Oct 21,5
3379,unit10,20151024231914, 9646, 2:40:46,06:00:00,06h - 08h,Oct 21,5
3380,unit10,20151024231914,16846, 4:40:46,08:00:00,08h - 10h,Oct 21,5
3381,unit10,20151024231914,24046, 6:40:46,10:00:00,10h - 12h,Oct 21,5
3382,unit10,20151025024615, 4424, 1:13:44,08:00:00,08h - 10h,Oct 21,0
3383,unit10,20151025024615,11624, 3:13:44,10:00:00,10h - 12h,Oct 21,0
3386,unit10,20150927235916,   43, 0:00:43,04:00:00,22h - 06h,Sep 21,8
3387,unit10,20150927235916, 7243, 2:00:43,06:00:00,06h - 08h,Sep 21,8
3388,unit10,20150927235916,14443, 4:00:43,08:00:00,08h - 10h,Sep 21,8
3389,unit10,20150927235916,21643, 6:00:43,10:00:00,10h - 12h,Sep 21,0
3391,unit10,20150926232502, 2098, 0:34:58,04:00:00,22h - 06h,Sep 21,8
3392,unit10,20150926232502, 9298, 2:34:58,06:00:00,06h - 08h,Sep 21,8
3393,unit10,20150926232502,16498, 4:34:58,08:00:00,08h - 10h,Sep 21,8
3394,unit10,20150926232502,23698, 6:34:58,10:00:00,10h - 12h,Sep 21,8
3396,unit10,20150915024623, 4417, 1:13:37,08:00:00,08h - 10h,Sep 14,5
3397,unit10,20150915024623,11617, 3:13:37,10:00:00,10h - 12h,Sep 14,7
3399,unit10,20150915023604, 5035, 1:23:55,08:00:00,08h - 10h,Sep 14,5
3400,unit10,20150915023604,12235, 3:23:55,10:00:00,10h - 12h,Sep 14,7
3402,unit10,20150816003902, 4858, 1:20:58,06:00:00,06h - 08h,Aug 14,5
3403,unit10,20150816003902,12058, 3:20:58,08:00:00,08h - 10h,Aug 14,7
3404,unit10,20150816003902,19258, 5:20:58,10:00:00,10h - 12h,Aug 14,7
3405,unit10,20151022234716,  763, 0:12:43,04:00:00,22h - 06h,Oct 21,5
3406,unit10,20151022234716, 7963, 2:12:43,06:00:00,06h - 08h,Oct 21,7
3407,unit10,20151022234716,15163, 4:12:43,08:00:00,08h - 10h,Oct 21,7
3408,unit10,20151026223603, 5036, 1:23:56,04:00:00,22h - 06h,Oct 21,5
3409,unit10,20151026223603,12236, 3:23:56,06:00:00,06h - 08h,Oct 21,7
3410,unit10,20151026223603,19436, 5:23:56,08:00:00,08h - 10h,Oct 21,7
3411,unit10,20151019224603, 4437, 1:13:57,04:00:00,22h - 06h,Oct 14,5
3412,unit10,20151019224603,11637, 3:13:57,06:00:00,06h - 08h,Oct 14,7
3413,unit10,20151019224603,18837, 5:13:57,08:00:00,08h - 10h,Oct 14,7
3414,unit10,20150926025114, 4125, 1:08:45,08:00:00,08h - 10h,Sep 21,5
3415,unit10,20150926025114,11325, 3:08:45,10:00:00,10h - 12h,Sep 21,5
3417,unit10,20150912024731, 4349, 1:12:29,08:00:00,08h - 10h,Sep 7,5
3418,unit10,20150912024731,11549, 3:12:29,10:00:00,10h - 12h,Sep 7,5
3420,unit10,20150815004003, 4797, 1:19:57,06:00:00,06h - 08h,Aug 14,5
3421,unit10,20150815004003,11997, 3:19:57,08:00:00,08h - 10h,Aug 14,5
3422,unit10,20150815004003,19197, 5:19:57,10:00:00,10h - 12h,Aug 14,5
3423,unit10,20151025223802, 4918, 1:21:58,04:00:00,22h - 06h,Oct 21,5
3424,unit10,20151025223802,12118, 3:21:58,06:00:00,06h - 08h,Oct 21,5
3425,unit10,20151025223802,19318, 5:21:58,08:00:00,08h - 10h,Oct 21,5
3426,unit10,20151025223802,26518, 7:21:58,10:00:00,10h - 12h,Oct 21,5
3429,unit10,20151023005234, 4045, 1:07:25,06:00:00,06h - 08h,Oct 21,5
3430,unit10,20151023005234,11245, 3:07:25,08:00:00,08h - 10h,Oct 21,5
3431,unit10,20151023005234,18445, 5:07:25,10:00:00,10h - 12h,Oct 21,5
3435,unit10,20150927023614, 5025, 1:23:45,08:00:00,08h - 10h,Sep 21,5
3436,unit10,20150927023614,12225, 3:23:45,10:00:00,10h - 12h,Sep 21,8
3438,unit10,20150925023412, 5148, 1:25:48,08:00:00,08h - 10h,Sep 21,5
3439,unit10,20150925023412,12348, 3:25:48,10:00:00,10h - 12h,Sep 21,5
3441,unit10,20150814004203, 4677, 1:17:57,06:00:00,06h - 08h,Aug 7,0
3442,unit10,20150814004203,11877, 3:17:57,08:00:00,08h - 10h,Aug 7,1
3443,unit10,20150814004203,19077, 5:17:57,10:00:00,10h - 12h,Aug 7,9
